gene	ncbi_gene_id	protein_id	uniprot_id	ncbi_description	annotation	pfam
MYCTH_2302773	ncbi-geneid:11512343	XP_003662290	up:G2Q8E2	hypothetical protein	Haloacid dehalogenase-like hydrolase	HAD_2
MYCTH_2302775	ncbi-geneid:11512344	XP_003662291	up:G2Q8E3	hypothetical protein	Belongs to the MCM family(MCM2)	MCM,MCM2_N,MCM_N,MCM_OB
MYCTH_2302776	ncbi-geneid:11512345	XP_003662292	up:G2Q8E4	hypothetical protein	Putative zinc finger in N-recognin (UBR box)	zf-UBR
MYCTH_2302779	ncbi-geneid:11512346	XP_003662293	up:G2Q8E5	hypothetical protein	Autophagy-related protein 2 CAD motif(ATG2)	ATG2_CAD,ATG_C,Chorein_N
MYCTH_2302780	ncbi-geneid:11512347	XP_003662294	up:G2Q8E6	hypothetical protein	Flavin containing amine oxidoreductase	Amino_oxidase
MYCTH_2302782	ncbi-geneid:11512348	XP_003662295	up:G2Q8E7	hypothetical protein	Acyl-CoA dehydrogenase, C-terminal domain	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,Cyt-b5
MYCTH_2302784	ncbi-geneid:11512349	XP_003662296	up:G2Q8E8	hypothetical protein	-	-
MYCTH_2302789	ncbi-geneid:11512350	XP_003662297	up:G2Q8E9	hypothetical protein	DNA repair protein endonuclease SAE2/CtIP C-terminus	SAE2
MYCTH_2302790	ncbi-geneid:11512351	XP_003662298	up:G2Q8F0	hypothetical protein	Belongs to the peptidase C19 family	UCH
MYCTH_2302792	ncbi-geneid:11512353	XP_003662300	up:G2Q8F2	hypothetical protein	rna exonuclease(REX3)	RNase_T
MYCTH_2302794	ncbi-geneid:11512354	XP_003662301	up:G2Q8F3	hypothetical protein	prohibitin homologues(PHB1)	Band_7
MYCTH_2302797	ncbi-geneid:11512355	XP_003662302	up:G2Q8F4	hypothetical protein	UcrQ family(QCR8)	UcrQ
MYCTH_2302800	ncbi-geneid:11512356	XP_003662303	up:G2Q8F5	hypothetical protein	catalytic domain of ctd-like phosphatases(NEM1)	NIF
MYCTH_2302804	ncbi-geneid:11512357	XP_003662304	up:G2Q8F6	hypothetical protein	Protein of unknown function (DUF1761)	DUF1761
MYCTH_2302808	ncbi-geneid:11512359	XP_003662306	up:G2Q8F8	hypothetical protein	Belongs to the eIF-2B alpha beta delta subunits family(GCD7)	IF-2B
MYCTH_2302809	ncbi-geneid:11512360	XP_003662307	up:G2Q8F9	hypothetical protein	Domain of unknown function (DUF4646)	-
MYCTH_2302811	ncbi-geneid:11512362	XP_003662309	up:G2Q8L5	hypothetical protein	Belongs to the short-chain dehydrogenases reductases (SDR) family	Yae1_N,adh_short,adh_short_C2
MYCTH_2302812	ncbi-geneid:11512363	XP_003662310	up:G2Q8L6	hypothetical protein	Essential protein Yae1, N terminal	Yae1_N
MYCTH_2302815	ncbi-geneid:11512364	XP_003662311	up:G2Q8L7	hypothetical protein	nadh-ubiquinone oxidoreductase	-
MYCTH_2302818	ncbi-geneid:11512366	XP_003662313	up:G2Q8L9	hypothetical protein	-	-
MYCTH_2302824	ncbi-geneid:11512369	XP_003662316	up:G2Q8M2	glycosyltransferase family 62 protein	Anp1	Anp1
MYCTH_2302825	ncbi-geneid:11512370	XP_003662317	up:G2Q8M3	hypothetical protein	endonuclease III(MAG1)	HhH-GPD
MYCTH_2302831	ncbi-geneid:11512373	XP_003662320	up:G2Q8M6	hypothetical protein	Helicase associated domain (HA2)  Add an annotation	DEAD,HA2,Helicase_C,OB_NTP_bind
MYCTH_2302839	ncbi-geneid:11512376	XP_003662323	up:G2Q8M9	hypothetical protein	zinc finger	UBA,UBX
MYCTH_2302851	ncbi-geneid:11512380	XP_003662327	up:G2Q8N3	hypothetical protein	-	DUF3824
MYCTH_2302852	ncbi-geneid:11512381	XP_003662328	up:G2Q8N4	hypothetical protein	DnaJ central domain(SCJ1)	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
MYCTH_2302854	ncbi-geneid:11512382	XP_003662329	up:G2Q8N5	hypothetical protein	Methyltransferase domain	Methyltransf_11,Methyltransf_23
MYCTH_2302856	ncbi-geneid:11512383	XP_003662330	up:G2Q8N6	hypothetical protein	Zinc knuckle	zf-CCHC,zf-CCHC_3,zf-CCHC_4
MYCTH_2302858	ncbi-geneid:11512384	XP_003662331	up:G2Q8N7	hypothetical protein	-	-
MYCTH_2302859	ncbi-geneid:11512385	XP_003662332	up:G2Q8N8	hypothetical protein	Aldo/keto reductase family	Aldo_ket_red
MYCTH_2302868	ncbi-geneid:11512387	XP_003662334	up:G2Q8P0	hypothetical protein	Vacuolar segregation subunit 7(VAC7)	Vac7
MYCTH_2302869	ncbi-geneid:11512388	XP_003662335	up:G2Q8P1	hypothetical protein	-	-
MYCTH_2302870	ncbi-geneid:11512389	XP_003662336	up:G2Q8P2	hypothetical protein	M protein, serotype 2 precursor	-
MYCTH_2302880	ncbi-geneid:11512393	XP_003662340	up:G2Q8P6	hypothetical protein	-	-
MYCTH_2302881	ncbi-geneid:11512394	XP_003662341	up:G2Q8P7	hypothetical protein	Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family(DIM1)	RrnaAD
MYCTH_2302894	ncbi-geneid:11512396	XP_003662343	up:G2Q8P9	hypothetical protein	MIZ/SP-RING zinc finger	zf-MIZ
MYCTH_2302897	ncbi-geneid:11512397	XP_003662344	up:G2Q8Q0	hypothetical protein	UTP15 C terminal(utp15)	UTP15_C,WD40
MYCTH_2302899	ncbi-geneid:11512398	XP_003662345	up:G2Q8Q1	hypothetical protein	Mitogen-activated protein kinase(tmk2)	Pkinase
MYCTH_2302901	ncbi-geneid:11512399	XP_003662346	up:G2Q8Q2	protein-tyrosine phosphatase	Low molecular weight phosphatase family(stp1)	LMWPc
MYCTH_2302907	ncbi-geneid:11512402	XP_003662349	up:G2Q8Q5	hypothetical protein	Belongs to the peptidase T1A family(SCL1)	Proteasome,Proteasome_A_N
MYCTH_2302915	ncbi-geneid:11512404	XP_003662351	up:G2Q8Q7	hypothetical protein	Putative transmembrane family 234	TMEM234
MYCTH_2302919	ncbi-geneid:11512405	XP_003662352	up:G2Q8Q8	hypothetical protein	Protein kinase C conserved region 2 (CalB)	C2
MYCTH_2302923	ncbi-geneid:11512409	XP_003662356	up:G2Q8R2	hypothetical protein	-	-
MYCTH_2302925	ncbi-geneid:11512410	XP_003662357	up:G2Q8R3	hypothetical protein	-	-
MYCTH_2302926	ncbi-geneid:11512411	XP_003662358	up:G2Q8R4	hypothetical protein	-	-
MYCTH_2302928	ncbi-geneid:11512412	XP_003662359	up:G2Q8R5	hypothetical protein	Capsule polysaccharide biosynthesis protein	4HBT_2
MYCTH_2302930	ncbi-geneid:11512414	XP_003662361	up:G2Q8R7	hypothetical protein	Thioesterase superfamily	4HBT
MYCTH_2302932	ncbi-geneid:11512416	XP_003662363	up:G2Q8X3	hypothetical protein	Choline/ethanolamine kinase	APH
MYCTH_2302935	ncbi-geneid:11512418	XP_003662365	up:G2Q8X5	hypothetical protein	peptidyl-serine phosphorylation(CSNK1G2)	CK1gamma_C,Pkinase
MYCTH_2302937	ncbi-geneid:11512420	XP_003662367	up:G2Q8X7	hypothetical protein	Nicotianamine synthase protein	NAS
MYCTH_2302938	ncbi-geneid:11512421	XP_003662368	up:G2Q8X8	hypothetical protein	2OG-Fe(II) oxygenase superfamily	2OG-FeII_Oxy_2
MYCTH_2302939	ncbi-geneid:11512424	XP_003662371	up:G2Q8Y1	hypothetical protein	Bacterial transferase hexapeptide (six repeats)	Hexapep,Hexapep_2
MYCTH_2302941	ncbi-geneid:11512425	XP_003662372	up:G2Q8Y2	hypothetical protein	Rhodanese Homology Domain	Rhodanese
MYCTH_2302949	ncbi-geneid:11512429	XP_003662376	up:G2Q8Y6	hypothetical protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	Sugar_tr
MYCTH_2302957	ncbi-geneid:11512432	XP_003662379	up:G2Q8Z0	hypothetical protein	-	-
MYCTH_2302958	ncbi-geneid:11512434	XP_003662381	up:G2Q8Z2	hypothetical protein	Sugar (and other) transporter	Sugar_tr
MYCTH_2302962	ncbi-geneid:11512435	XP_003662382	up:G2Q8Z3	hypothetical protein	F-box domain-containing protein	F-box-like
MYCTH_2302964	ncbi-geneid:11512437	XP_003662384	up:G2Q8Z5	hypothetical protein	KilA-N domain(MBP1)	Ank,Ank_2,Ank_4,KilA-N
MYCTH_2302967	ncbi-geneid:11512438	XP_003662385	up:G2Q8Z6	hypothetical protein	-	-
MYCTH_2302969	ncbi-geneid:11512439	XP_003662386	up:G2Q8Z7	hypothetical protein	-	-
MYCTH_2302975	ncbi-geneid:11512441	XP_003662388	up:G2Q8Z9	hypothetical protein	Aldo/keto reductase family	Aldo_ket_red
MYCTH_2302978	ncbi-geneid:11512442	XP_003662389	up:G2Q900	hypothetical protein	-	-
MYCTH_2302980	ncbi-geneid:11512444	XP_003662391	up:G2Q902	hypothetical protein	Phosphorylase superfamily	PNP_UDP_1
MYCTH_2302986	ncbi-geneid:11512446	XP_003662393	up:G2Q904	hypothetical protein	NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)	NDUF_B7
MYCTH_2302989	ncbi-geneid:11512517	XP_003662395	up:G2Q906	hypothetical protein	deaminase	dCMP_cyt_deam_1
MYCTH_2302990	ncbi-geneid:11512449	XP_003662396	up:G2Q907	hypothetical protein	-	WW
MYCTH_2302991	ncbi-geneid:11512450	XP_003662397	up:G2Q908	hypothetical protein	-	-
MYCTH_2302997	ncbi-geneid:11512459	XP_003662406	up:G2Q917	hypothetical protein	Protein tyrosine kinase	Pkinase
MYCTH_2303000	ncbi-geneid:11512460	XP_003662407	up:G2Q918	hypothetical protein	Vacuolar protein sorting-associated protein 62(VPS62)	Vps62
MYCTH_2303001	ncbi-geneid:11512461	XP_003662408	up:G2Q919	hypothetical protein	TFIIIC subunit	TFIIIC_sub6
MYCTH_2303002	ncbi-geneid:11512462	XP_003662409	up:G2Q920	hypothetical protein	Belongs to the HisA HisF family(HIS7)	GATase,His_biosynth
MYCTH_2303011	ncbi-geneid:11512467	XP_003662414	up:G2Q925	serine protease	Belongs to the peptidase S8 family	Inhibitor_I9,Peptidase_S8
MYCTH_2303014	ncbi-geneid:11512469	XP_003662416	up:G2Q979	hypothetical protein	-	-
MYCTH_2303015	ncbi-geneid:11512471	XP_003662418	up:G2Q981	hypothetical protein	-	-
MYCTH_2303016	ncbi-geneid:11512472	XP_003662419	up:G2Q982	hypothetical protein	mannose-6-phosphate isomerase(PMI1)	PMI_typeI
MYCTH_2303019	ncbi-geneid:11512474	XP_003662421	up:G2Q984	hypothetical protein	Belongs to the small GTPase superfamily. Arf family	Arf
MYCTH_2303023	ncbi-geneid:11512475	XP_003662422	up:G2Q985	hypothetical protein	Serine/Threonine protein kinases, catalytic domain(SSN3)	Pkinase
MYCTH_2303024	ncbi-geneid:11512476	XP_003662423	up:G2Q986	actin-like protein	Belongs to the actin family(ARP2)	Actin
MYCTH_2303031	ncbi-geneid:11512479	XP_003662426	up:G2Q989	hypothetical protein	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	SHS2_Rpb7-N
MYCTH_2303033	ncbi-geneid:11512480	XP_003662427	up:G2Q990	hypothetical protein	-	Ifi-6-16
MYCTH_2303034	ncbi-geneid:11512481	XP_003662428	up:G2Q991	hypothetical protein	-	-
MYCTH_2303035	ncbi-geneid:11512482	XP_003662429	up:G2Q992	hypothetical protein	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD(cyp6)	Pro_isomerase,RRM_1
MYCTH_2303040	ncbi-geneid:11512485	XP_003662432	up:G2Q995	hypothetical protein	Belongs to the eukaryotic ribosomal protein eS24 family	Ribosomal_S24e
MYCTH_2303043	ncbi-geneid:11512487	XP_003662434	up:G2Q997	hypothetical protein	GTP cyclohydrolase II(RIB1)	GTP_cyclohydro2
MYCTH_2303045	ncbi-geneid:11512488	XP_003662435	up:G2Q998	glycoside hydrolase family 6 protein	Belongs to the glycosyl hydrolase family 6	Glyco_hydro_6
MYCTH_2303046	ncbi-geneid:11512489	XP_003662436	up:G2Q999	hypothetical protein	-	-
MYCTH_2303048	ncbi-geneid:11512491	XP_003662438	up:G2Q9A1	hypothetical protein	Alpha beta hydrolase	DUF1100
MYCTH_2303060	ncbi-geneid:11512498	XP_003662445	up:G2Q9A8	hypothetical protein	Phosphotransferase enzyme family	APH
MYCTH_2303063	ncbi-geneid:11512499	XP_003662446	up:G2Q9A9	hypothetical protein	-	-
MYCTH_2303064	ncbi-geneid:11512500	XP_003662447	up:G2Q9B0	hypothetical protein	-	-
MYCTH_2303065	ncbi-geneid:11509871	XP_003662449	up:G2QBS3	glycoside hydrolase family 13 protein	Alpha-amylase domain	Alpha-amylase,DUF3459
MYCTH_2303067	ncbi-geneid:11512558	XP_003662451	up:G2QBS5	hypothetical protein	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	Zn_clus
MYCTH_2303068	ncbi-geneid:11512559	XP_003662452	up:G2QBS6	hypothetical protein	Predicted membrane protein (DUF2306)	DUF2306
MYCTH_2303088	ncbi-geneid:11512564	XP_003662457	up:G2QBT1	hypothetical protein	Belongs to the peroxidase family. Peroxidase catalase subfamily(katG)	peroxidase
MYCTH_2303089	ncbi-geneid:11512566	XP_003662459	up:G2QBY7	glycoside hydrolase family 13 protein	Alpha-amylase domain	Alpha-amylase
MYCTH_2303090	ncbi-geneid:11512567	XP_003662460	up:G2QBY8	hypothetical protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	Sugar_tr
MYCTH_2303093	ncbi-geneid:11512568	XP_003662461	up:G2QBY9	hypothetical protein	Belongs to the 5'-nucleotidase family	5_nucleotid_C,Metallophos
MYCTH_2303108	ncbi-geneid:11512571	XP_003662464	up:G2QBZ2	hypothetical protein	-	-
MYCTH_2303110	ncbi-geneid:11512528	XP_003662467	up:G2QBZ5	hypothetical protein	-	-
MYCTH_2303111	ncbi-geneid:11512529	XP_003662468	up:G2QBZ6	hypothetical protein	Major Facilitator Superfamily	MFS_1
MYCTH_2303112	ncbi-geneid:11512533	XP_003662472	up:G2QC00	hypothetical protein	-	-
MYCTH_2303121	ncbi-geneid:11512536	XP_003662475	up:G2QC03	hypothetical protein	Cyclin	Cyclin
MYCTH_2303122	ncbi-geneid:11512537	XP_003662476	up:G2QC04	hypothetical protein	Arrestin (or S-antigen), C-terminal domain	Arrestin_C,Arrestin_N
MYCTH_2303125	ncbi-geneid:11512538	XP_003662477	up:G2QC05	hypothetical protein	aldo-keto reductase	Aldo_ket_red
MYCTH_2303128	ncbi-geneid:11512540	XP_003662479	up:G2QC07	hypothetical protein	Protein of unknown function (DUF3716)	DUF3716
MYCTH_2303133	ncbi-geneid:11512542	XP_003662481	up:G2QC09	hypothetical protein	Neddylation of cullins play an essential role in the regulation of SCF-type complexes activity(DCN1)	Cullin_binding,UBA_4
MYCTH_2303134	ncbi-geneid:11512543	XP_003662482	up:G2QC10	hypothetical protein	PhoX homologous domain, present in p47phox and p40phox.(MVP1)	PX
MYCTH_2303153	ncbi-geneid:11512545	XP_003662484	up:G2QC12	hypothetical protein	Pfam:Ribosomal_L18e(MRPL10)	Ribosomal_L27A
MYCTH_2303155	ncbi-geneid:11512548	XP_003662487	up:G2QC15	hypothetical protein	-	-
MYCTH_2303157	ncbi-geneid:11512550	XP_003662489	up:G2QC17	hypothetical protein	Glutathione S-transferase, C-terminal domain(GTT1)	GST_C,GST_C_2,GST_C_3,GST_N
MYCTH_2303158	ncbi-geneid:11512551	XP_003662490	up:G2QC18	hypothetical protein	-	-
MYCTH_2303159	ncbi-geneid:11512552	XP_003662491	up:G2QC19	hypothetical protein	-	-
MYCTH_2303163	ncbi-geneid:11512554	XP_003662493	up:G2QC21	hypothetical protein	Phenol hydroxylase, C-terminal dimerisation domain	FAD_binding_3,Phe_hydrox_dim
MYCTH_2303165	ncbi-geneid:11512555	XP_003662494	up:G2QC22	hypothetical protein	NAD(P)H-binding	NAD_binding_10
MYCTH_2303166	ncbi-geneid:11512556	XP_003662495	up:G2QC23	glycosyltransferase family 55 protein	Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)	Osmo_MPGsynth
MYCTH_2303167	ncbi-geneid:11512575	XP_003662499	up:G2QC27	hypothetical protein	Ankyrin repeat	Ank_4,Ank_5
MYCTH_2303170	ncbi-geneid:11512577	XP_003662501	up:G2QC29	hypothetical protein	-	-
MYCTH_2303173	ncbi-geneid:11512579	XP_003662503	up:G2QC31	hypothetical protein	OHCU decarboxylase	OHCU_decarbox
MYCTH_2303174	ncbi-geneid:11512580	XP_003662504	up:G2QC32	hypothetical protein	-	-
MYCTH_2303176	ncbi-geneid:11512581	XP_003662505	up:G2QC33	hypothetical protein	Thioesterase-like superfamily	4HBT_3
MYCTH_2303180	ncbi-geneid:11512582	XP_003662506	up:G2QC34	hypothetical protein	Cytochrome c oxidase subunit Vb(COX4)	COX5B
MYCTH_2303183	ncbi-geneid:11512583	XP_003662507	up:G2QC35	hypothetical protein	Domain of unknown function (DUF4604)	DUF4604
MYCTH_2303184	ncbi-geneid:11512584	XP_003662508	up:G2QC36	hypothetical protein	Ankyrin repeat	Ank_2,Clr5
MYCTH_2303193	ncbi-geneid:11512586	XP_003662510	up:G2QC38	hypothetical protein	Myb-like DNA-binding domain	Myb_DNA-binding
MYCTH_2303205	ncbi-geneid:11512590	XP_003662514	up:G2QC94	glycosyltransferase family 15 protein	Glycolipid 2-alpha-mannosyltransferase(omh4)	Glyco_transf_15
MYCTH_2303206	ncbi-geneid:11512593	XP_003662517	up:G2QC97	hypothetical protein	-	-
MYCTH_2303213	ncbi-geneid:11512595	XP_003662519	up:G2QC99	hypothetical protein	Ring finger	-
MYCTH_2303215	ncbi-geneid:11512596	XP_003662520	up:G2QCA0	hypothetical protein	-	-
MYCTH_2303233	ncbi-geneid:11512599	XP_003662523	up:G2QCA3	hypothetical protein	Major Facilitator Superfamily	MFS_1
MYCTH_2303238	ncbi-geneid:11512600	XP_003662524	up:G2QCA4	hypothetical protein	Major Facilitator Superfamily	MFS_1
MYCTH_2303243	ncbi-geneid:11512601	XP_003662525	up:G2QCA5	hypothetical protein	Fungal specific transcription factor domain	Fungal_trans,Zn_clus
MYCTH_2303246	ncbi-geneid:11512602	XP_003662526	up:G2QCA6	hypothetical protein	-	-
MYCTH_2303248	ncbi-geneid:11512603	XP_003662527	up:G2QCA7	hypothetical protein	HPP family	HPP
MYCTH_2303249	ncbi-geneid:11512605	XP_003662529	up:G2QCA9	hypothetical protein	Indoleamine 2,3-dioxygenase	IDO
MYCTH_2303251	ncbi-geneid:11512606	XP_003662530	up:G2QCB0	hypothetical protein	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively(BNA5)	Aminotran_5
MYCTH_2303253	ncbi-geneid:11512610	XP_003662534	up:G2QCB4	hypothetical protein	-	-
MYCTH_2303256	ncbi-geneid:11512612	XP_003662536	up:G2QCB6	hypothetical protein	Peptidase A4 family	Peptidase_A4
MYCTH_2303257	ncbi-geneid:11512613	XP_003662537	up:G2QCB7	hypothetical protein	-	-
MYCTH_2303271	ncbi-geneid:11512615	XP_003662539	up:G2QCB9	hypothetical protein	Carboxylesterase family	COesterase
MYCTH_2303274	ncbi-geneid:11512617	XP_003662541	up:G2QCC1	hypothetical protein	-	-
MYCTH_2303275	ncbi-geneid:11512618	XP_003662542	up:G2QCC2	hypothetical protein	-	-
MYCTH_2303278	ncbi-geneid:11512621	XP_003662545	up:G2QCC5	hypothetical protein	-	-
MYCTH_2303280	ncbi-geneid:11512622	XP_003662546	up:G2QCC6	hypothetical protein	GDP-fucose protein O-fucosyltransferase	O-FucT
MYCTH_2303296	ncbi-geneid:11512623	XP_003662547	up:G2QCC7	hypothetical protein	Histone-binding protein RBBP4 or subunit C of CAF1 complex(rrb1)	CAF1C_H4-bd,WD40
MYCTH_2303298	ncbi-geneid:11512624	XP_003662548	up:G2QCC8	glycoside hydrolase family 43 protein	Belongs to the glycosyl hydrolase 43 family	CBM_1,Glyco_hydro_43
MYCTH_2303301	ncbi-geneid:11512626	XP_003662550	up:G2QCD0	hypothetical protein	-	-
MYCTH_2303304	ncbi-geneid:11512627	XP_003662551	up:G2QCD1	hypothetical protein	Belongs to the complex I 20 kDa subunit family	Oxidored_q6
MYCTH_2303305	ncbi-geneid:11512628	XP_003662552	up:G2QCD2	hypothetical protein	Fungal specific transcription factor domain	Fungal_trans,Zn_clus,zf-C2H2
MYCTH_2303310	ncbi-geneid:11512630	XP_003662554	up:G2QCD4	hypothetical protein	Enoyl-(Acyl carrier protein) reductase	adh_short
MYCTH_2303313	ncbi-geneid:11512632	XP_003662556	up:G2QCD6	hypothetical protein	AhpC/TSA family	Thioredoxin
MYCTH_2303316	ncbi-geneid:11512633	XP_003662557	up:G2QCD7	hypothetical protein	WD domain, G-beta repeat	WD40
MYCTH_2303320	ncbi-geneid:11512635	XP_003662559	up:G2QCD9	hypothetical protein	Belongs to the AAA ATPase family	AAA,BCS1_N
MYCTH_2303321	ncbi-geneid:11512636	XP_003662560	up:G2QCE0	hypothetical protein	Methyltransferase domain	Methyltransf_25
MYCTH_2303328	ncbi-geneid:11512638	XP_003662562	up:G2QCE2	hypothetical protein	present in yeast cell wall integrity and stress response component proteins	WSC
MYCTH_2303335	ncbi-geneid:11512640	XP_003662564	up:G2QCE4	hypothetical protein	Ribosomal protein s17	-
MYCTH_2303340	ncbi-geneid:11512642	XP_003662566	up:G2QCJ8	hypothetical protein	ZIP Zinc transporter	Zip
MYCTH_2303344	ncbi-geneid:11512644	XP_003662568	up:G2QCK0	phospholipase C-like protein	-	Glyco_hydro_71
MYCTH_2303348	ncbi-geneid:11512646	XP_003662570	up:G2QCK2	hypothetical protein	ZIP Zinc transporter(ZRT2)	Zip
MYCTH_2303349	ncbi-geneid:11512647	XP_003662571	up:G2QCK3	hypothetical protein	Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. MDM10 is involved in the late assembly steps of the general translocase of the mitochondrial outer membrane (TOM complex). Functions in the TOM40-specific route of the assembly of outer membrane beta-barrel proteins, including the association of TOM40 with the receptor TOM22 and small TOM proteins. Can associate with the SAM(core) complex as well as the MDM12-MMM1 complex, both involved in late steps of the major beta-barrel assembly pathway, that is responsible for biogenesis of all outer membrane beta-barrel proteins. May act as a switch that shuttles between both complexes and channels precursor proteins into the TOM40-specific pathway. Plays a role in mitochondrial morphology and in the inheritance of mitochondria(MDM10)	MDM10
MYCTH_2303353	ncbi-geneid:11512649	XP_003662573	up:G2QCK5	hypothetical protein	Uncharacterized conserved protein (DUF2293)	DUF2293
MYCTH_2303359	ncbi-geneid:11512654	XP_003662578	up:G2QCL0	carbohydrate-binding module family 52 protein	Carbohydrate binding	Carb_bind
MYCTH_2303360	ncbi-geneid:11512655	XP_003662579	up:G2QCL1	hypothetical protein	Phosphoadenosine phosphosulfate reductase family(FAD1)	PAPS_reduct
MYCTH_2303362	ncbi-geneid:11512657	XP_003662581	up:G2QCL3	RAD5-like protein	2 RAD5_NEUCR RecName Full DNA repair protein rad-5 Contains conserved domain HepA COG0553 , Superfamily II DNA RNA helicases, SNF2 family. HIRAN pfam08797 , HIRAN domain (HIP116, Rad5p N-terminal) and RING cd00162 , RING-finger(RAD5)	HIRAN,Helicase_C,SNF2_N,zf-C3HC4,zf-C3HC4_3,zf-RING_2
MYCTH_2303364	ncbi-geneid:11512658	XP_003662582	up:G2QCL4	hypothetical protein	Squalene/phytoene synthase	SQS_PSY
MYCTH_2303368	ncbi-geneid:11512660	XP_003662584	up:G2QCL6	hypothetical protein	Elongation factor Tu domain 2	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
MYCTH_2303370	ncbi-geneid:11512661	XP_003662585	up:G2QCL7	hypothetical protein	snRNP Sm proteins	LSM
